publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	full_coverage	collection	discipline	catalog_identifier_oclc	catalog_identifier_lccn
Anthropology Now	19428200	19492901	2009-04-01	1	1	2011-12-01	3	3	http://www.jstor.org/journal/anthropologynow		anthropologynow		fulltext	Coverage presently ends: 2011. JSTOR will resume a moving wall of 7 years in 2019.	Paradigm Publishers	serial								P	2009-04-01 - 2011-12-01	Paradigm Publishers Package ; Anthropology Discipline Package ; Arts & Sciences IX Collection	Anthropology ; Social Sciences	320479374	2009-249018
Anthropology Today	0268540X	14678322	1985-02-01	1	1	2010-12-01	26	6	http://www.jstor.org/journal/anthtoda		anthtoda	P6Y	fulltext		Royal Anthropological Institute of Great Britain and Ireland	serial							rain	P	1985-02-01 - 2010-12-01	Arts & Sciences I Collection	Anthropology ; Social Sciences	41669748	sn99-23402
Anthropos	02579774		1906-01-01	1	3	2012-01-01	107	2	http://www.jstor.org/journal/anthropos		anthropos	P4Y	fulltext		Anthropos Institut	serial								P	1906-01-01 - 2012-01-01	For-Profit Academic Arts & Sciences VI Collection ; Arts & Sciences VI Collection ; Public Library I Collection ; Corporate & For-Profit Access Initiative Collection	Anthropology ; Linguistics ; Social Sciences	564825312	2011-234217
Antike Kunst	00035688		1958-01-01	1	2	2010-01-01	53		http://www.jstor.org/journal/antikekunst		antikekunst	P6Y	fulltext		Vereinigung der Freunde Antiker Kunst 	serial								P	1958-01-01 - 2010-01-01	Arts & Sciences XI Collection	Archaeology ; Classical Studies ; Humanities ; Social Sciences	609707225	2013-235025
The Antioch Review	00035769		1941-04-01	1	1	2012-10-01	70	4	http://www.jstor.org/journal/antiochreview		antiochreview	P4Y	fulltext		Antioch Review Inc.	serial								P	1941-04-01 - 2012-10-01	Language & Literature Discipline Package ; Arts & Sciences V Collection	Humanities ; Language & Literature	38435834	2008-234471
Antipodes	08935580	23319089	1987-03-01	1	1	2012-12-01	26	2	http://www.jstor.org/journal/antipodes		antipodes	P4Y	fulltext		Wayne State University Press	serial								P	1987-03-01 - 2012-12-01	Language & Literature Discipline Package ; Wayne State University Press Package	Humanities ; Language & Literature	61313774	2013-273946
Antitrust Law Journal	00036056		1966-08-01	32		2012-01-01	78	2	http://www.jstor.org/journal/antitruslawj		antitruslawj	P4Y	fulltext		American Bar Association	serial							sectantilaw	P	1966-08-01 - 2012-01-01	Arts & Sciences X Collection ; Public Library I Collection	Law ; Law	55896870	2009268174
The Anti-Union	20091672		1798-12-27		1	1799-03-09		32	http://www.jstor.org/journal/anti-union		anti-union		fulltext	Publication of this title ceased in 1799.		serial								P	1798-12-27 - 1799-03-09	Ireland Collection	Area Studies ; History ; History ; Irish Studies ; Political Science ; Social Sciences	288972060	2009-235224
Anuario	05644429		1965-01-01	1		1969-01-01	5		http://www.jstor.org/journal/anuario		anuario	P4Y	fulltext		University of Texas Press	serial						anuainteinvemusi		P	1965-01-01 - 1969-01-01	Arts & Sciences III Collection ; Music Collection ; Iberoamérica Collection ; Spanish-Portuguese Language Collection	Arts ; Music	53165208	2004-235631
Anuario de Estudios Centroamericanos	03777316		1974-01-01		1	2011-01-01	37		http://www.jstor.org/journal/anuaestucent		anuaestucent	P4Y	fulltext		Universidad de Costa Rica	serial								P	1974-01-01 - 2011-01-01	Arts & Sciences VI Collection ; Iberoamérica Collection ; Spanish-Portuguese Language Collection	Area Studies ; History ; History ; Latin American Studies	60639052	2010235350
Anuario Interamericano de Investigacion Musical	08862192		1970-01-01	6		1975-01-01	11		http://www.jstor.org/journal/anuainteinvemusi		anuainteinvemusi	P4Y	fulltext		University of Texas Press	serial						latiamermusirevi	anuario	P	1970-01-01 - 1975-01-01	Arts & Sciences III Collection ; Music Collection ; Iberoamérica Collection ; Spanish-Portuguese Language Collection	Arts ; Music	53165323	2004-235626
ANY: Architecture New York	10684220	23314877	1993-05-01			2000-01-01		25/26	http://www.jstor.org/journal/anyarchnewyork		anyarchnewyork		fulltext	Publication of this title ceased in 2000.	Anyone Corporation	serial								P	1993-05-01 - 2000-01-01	Arts & Sciences XI Collection	Architecture & Architectural History ; Arts		
Apeiron: A Journal for Ancient Philosophy and Science	00036390		1966-07-01	1	1	2007-12-01	40	4	http://www.jstor.org/journal/apeiron		apeiron		fulltext	Coverage for this title ends with Volume 40, Issue 4, December 2007.		serial								P	1966-07-01 - 2007-12-01		Classical Studies ; Humanities ; Philosophy	166882481	2010-202073
Aperture	00036420		1960-01-01	8	4 [32]	2013-12-01		213	http://www.jstor.org/journal/aperture		aperture	P3Y	fulltext		Aperture Foundation, Inc.	serial								P	1960-01-01 - 2013-12-01	Arts & Sciences XIII Collection	Art & Art History ; Arts		
Appalachian Journal	00903779		1972-10-01	1	1	2012-04-01	39	3/4	http://www.jstor.org/journal/appalachianj		appalachianj	P4Y	fulltext		Appalachian Journal	serial								P	1972-10-01 - 2012-04-01	For-Profit Academic Arts & Sciences IX Collection ; Public Library I Collection ; Arts & Sciences IX Collection	American Studies ; Area Studies ; History ; History ; Humanities ; Language & Literature	70889120	2011-235489
Applied Economic Perspectives and Policy	20405790	20405804	2010-04-01	32	1	2010-12-01	32	4	http://www.jstor.org/journal/appleconperspoli		appleconperspoli	P6Y	fulltext		Oxford University Press	serial							reviagriecon	P	2010-04-01 - 2010-12-01	For-Profit Academic Business II Collection ; Arts & Sciences VII Collection ; Public Library I Collection ; Business & Economics Collection ; Business II Collection ; For-Profit Academic Arts & Sciences VII Collection	Business ; Business & Economics ; Economics		
Applied Vegetation Science	14022001	1654109X	1998-05-01	1	1	2010-10-01	13	4	http://www.jstor.org/journal/applvegescie		applvegescie	P6Y	fulltext		Wiley	serial								P	1998-05-01 - 2010-10-01	Biological Sciences Collection ; Life Sciences Collection ; Ecology & Botany II Collection	Biological Sciences ; Botany & Plant Sciences ; Science & Mathematics	50870652	2003-263061
APT Bulletin	08488525		1986-12-02	18	4	2015-01-01	46	2/3	http://www.jstor.org/journal/aptbulletin		aptbulletin	P1Y	fulltext		Association for Preservation Technology International (APT)	serial							bullassoprestech	P	1986-12-02 - 2015-01-01	Arts & Sciences III Collection ; For-Profit Academic Arts & Sciences III Collection ; Public Library I Collection	Architecture & Architectural History ; Arts	61236541	2005 237202
AQ: Australian Quarterly	14433605		1997-09-01	69	3	2013-10-01	84	4	http://www.jstor.org/journal/aqjcontanaly		aqjcontanaly	P3Y	fulltext		Australian Institute of Policy and Science	serial							australianq	P	1997-09-01 - 2013-10-01	For-Profit Academic Arts & Sciences VI Collection ; Arts & Sciences VI Collection ; Public Library I Collection	Political Science ; Social Sciences	60622228	2010-250549
Arab Law Quarterly	02680556		1985-11-01	1	1	2010-01-01	24	1	http://www.jstor.org/journal/arablawquarterly		arablawquarterly	P6Y	fulltext		Brill	serial								P	1985-11-01 - 2010-01-01	For-Profit Academic Arts & Sciences IV Collection ; Arts & Sciences IV Collection	Area Studies ; Law ; Law ; Middle East Studies	44094659	2001-262355
The Arab Studies Journal	10834753		1993-10-01	1	2	2012-04-01	20	1	http://www.jstor.org/journal/arabstudij		arabstudij	P4Y	fulltext		Arab Studies Institute	serial								P	1993-10-01 - 2012-04-01	For-Profit Academic Arts & Sciences IX Collection ; Public Library I Collection ; Arts & Sciences IX Collection	Area Studies ; Middle East Studies	607770089	2012236358
Arab Studies Quarterly	02713519	20436920	1979-01-01	1	1	2012-10-01	34	4	http://www.jstor.org/journal/arabstudquar		arabstudquar	P4Y	fulltext		Pluto Journals	serial								P	1979-01-01 - 2012-10-01	Pluto Journals Package ; Area Studies Discipline Package ; Arts & Sciences XII Collection	Area Studies ; Middle East Studies	38435972	2009-263181
Arabica	05705398		1954-01-01	1	1	2010-01-01	57	5/6	http://www.jstor.org/journal/arabica		arabica	P6Y	fulltext		Brill	serial								P	1954-01-01 - 2010-01-01	Arts & Sciences VII Collection	Area Studies ; Humanities ; Language & Literature ; Middle East Studies	50513943	2006-242123
Arbeit und Recht	00037648		1953-01-01	1	1	2013-12-01	61	12	http://www.jstor.org/journal/arbeitrecht		arbeitrecht	P3Y	fulltext		Bund-Verlag GmbH	serial								P	1953-01-01 - 2013-12-01	Arts & Sciences XII Collection	Business & Economics ; Labor & Employment Relations ; Law ; Law		
Archaeologia Austriaca	00038008	18162959	2002-01-01	86		2013-01-01	97/98		http://www.jstor.org/journal/archaeologiaaust		archaeologiaaust	P2Y	fulltext		Austrian Academy of Sciences Press	serial								P	2002-01-01 - 2013-01-01	Arts & Sciences XIV Collection	Archaeology ; Social Sciences		
Archaeological Method and Theory	10431691		1989-01-01	1		1993-01-01	5		http://www.jstor.org/journal/archmeththeo		archmeththeo	P4Y	fulltext		Springer	serial						jarchmeththeo	advarchmeththeo	P	1989-01-01 - 1993-01-01	Arts & Sciences VI Collection	Archaeology ; Social Sciences	300379615	2009-235460
Archaeological Report (Egypt Exploration Fund)	17543983	21959285	1892-01-01			1911-01-01			http://www.jstor.org/journal/archreport		archreport	P6Y	fulltext		Egypt Exploration Society	serial						jegyparch		P	1892-01-01 - 1911-01-01	Arts & Sciences VII Collection	Archaeology ; Social Sciences		
Archaeological Reports	05706084	20414102	1954-01-01		1	2012-01-01		59	http://www.jstor.org/journal/archrepo		archrepo	P4Y	fulltext		Society for the Promotion of Hellenic Studies	serial								P	1954-01-01 - 2012-01-01	Public Library I Collection ; Arts & Sciences II Collection ; For-Profit Academic Arts & Sciences II Collection	Archaeology ; Social Sciences	51206552	2002-227388
Archaeology	00038113	19435746	1948-03-01	1	1	2013-11-01	66	6	http://www.jstor.org/journal/archaeology		archaeology	P3Y	fulltext		Archaeological Institute of America	serial								P	1948-03-01 - 2013-11-01	Public Library I Collection ; Arts & Sciences XI Collection	Archaeology ; Social Sciences	60630461	2008-201996
Archaeology in Oceania	00038121		1981-04-01	16	1	2010-10-01	45	3	http://www.jstor.org/journal/archoceania		archoceania	P6Y	fulltext		Wiley	serial							archphyanthoce	P	1981-04-01 - 2010-10-01	Arts & Sciences IX Collection	Anthropology ; Archaeology ; Area Studies ; Asian Studies ; Social Sciences	653364066	2010-235308
Archaeology Ireland	0790892X		1987-09-01	1	1	2015-07-01	29	2	http://www.jstor.org/journal/archirel		archirel	P1Y	fulltext		Wordwell Ltd.	serial								P	1987-09-01 - 2015-07-01	Ireland Collection	Archaeology ; Social Sciences	477407833	2009235788
Archaeology of Eastern North America	03601021		1973-04-01	1	1	2012-01-01	40		http://www.jstor.org/journal/archeastnortham		archeastnortham	P4Y	fulltext		Eastern States Archeological Federation	serial								P	1973-04-01 - 2012-01-01	For-Profit Academic Arts & Sciences IX Collection ; Public Library I Collection ; Arts & Sciences IX Collection	Archaeology ; Social Sciences	570911507	2011-235490
Archaeology & Physical Anthropology in Oceania	07284896		1966-04-01	1	1	1980-12-31	15		http://www.jstor.org/journal/archphyanthoce		archphyanthoce	P6Y	fulltext		Wiley	serial						archoceania		P	1966-04-01 - 1980-12-31	Arts & Sciences IX Collection	Anthropology ; Archaeology ; Area Studies ; Asian Studies ; Social Sciences	564850113	2010-235309
Archief voor Nederlandsche kerkgeschiedenis	01669427	23522836	1885-01-01	1		1899-01-01	7		http://www.jstor.org/journal/archnedekerk		archnedekerk	P6Y	fulltext		Brill	serial						nedearchkerk		P	1885-01-01 - 1899-01-01	Religion & Theology Collection	History ; History ; Humanities ; Religion		
Architectural History	0066622X		1958-01-01	1		2012-01-01	55		http://www.jstor.org/journal/archhist		archhist	P4Y	fulltext		SAHGB Publications Limited	serial								P	1958-01-01 - 2012-01-01	Arts & Sciences III Collection ; For-Profit Academic Arts & Sciences III Collection ; Public Library I Collection ; Corporate & For-Profit Access Initiative Collection	Architecture & Architectural History ; Arts	62483180	2005-237367
Archiv des Völkerrechts	0003892X		1948-01-01	1	2	2010-12-01	48	4	http://www.jstor.org/journal/archvolk		archvolk	P6Y	fulltext		Mohr Siebeck GmbH & Co. KG	serial								P	1948-01-01 - 2010-12-01	Arts & Sciences X Collection	Law ; Law	564187521	2013-235040
Archiv für Begriffsgeschichte	00038946		1955-01-01	1		2012-01-01	54		http://www.jstor.org/journal/archbegr		archbegr	P4Y	fulltext		Felix Meiner Verlag GmbH	serial								P	1955-01-01 - 2012-01-01	Arts & Sciences XIV Collection	History ; History		
Archiv für die civilistische Praxis	00038997		1818-01-01	1	2	2010-12-01	210	6	http://www.jstor.org/journal/archciviprax		archciviprax	P6Y	fulltext		Mohr Siebeck GmbH & Co. KG	serial								P	1818-01-01 - 2010-12-01	Arts & Sciences X Collection	Law ; Law	60639611	2013-235046
Archiv für Geschichte der Medizin	21913870		1907-09-01	1	1	1928-10-01	20	4	http://www.jstor.org/journal/archgescmedi		archgescmedi	P5Y	fulltext		Franz Steiner Verlag	serial						sudarcgesmed		P	1907-09-01 - 1928-10-01	Arts & Sciences X Collection	History ; History of Science & Technology	746588739	2011-234681
Archiv für Keilschriftforschung	21947449		1923-01-01	1		1924-01-01	2		http://www.jstor.org/journal/archkeil		archkeil	P6Y	fulltext		Archiv für Orientforschung (AfO)/Institut für Orientalistik	serial						archorie		P	1923-01-01 - 1924-01-01	Arts & Sciences IX Collection	Area Studies ; Middle East Studies	797965048	
Archiv für Musikwissenschaft	00039292		1918-10-01	1	1	2011-01-01	68	4	http://www.jstor.org/journal/archmusi		archmusi	P5Y	fulltext		Franz Steiner Verlag	serial							sammintemusi	P	1918-10-01 - 2011-01-01	Arts & Sciences III Collection ; Music Collection	Arts ; Music	53164329	2004-235605
Archiv für Orientforschung	00666440		1926-01-01	3		2005-01-01	51		http://www.jstor.org/journal/archorie		archorie	P6Y	fulltext		Archiv für Orientforschung (AfO)/Institut für Orientalistik	serial							archkeil	P	1926-01-01 - 2005-01-01	Arts & Sciences IX Collection	Area Studies ; Middle East Studies	608082226	
Archiv für Rechts- und Sozialphilosophie	01771094	23635614	1933-10-01	27	1	1963-01-01	49		http://www.jstor.org/journal/archrechsozi		archrechsozi	P5Y	fulltext		Franz Steiner Verlag	serial						arsparchrechsozi	archrechwirt	P	1933-10-01 - 1963-01-01	Arts & Sciences XII Collection	Humanities ; Law ; Law ; Philosophy	244829955	
Archiv für Rechts- und Wirtschaftsphilosophie	01771108	23635606	1907-01-01	1	2	1933-07-01	26	4	http://www.jstor.org/journal/archrechwirt		archrechwirt	P5Y	fulltext		Franz Steiner Verlag	serial						archrechsozi		P	1907-01-01 - 1933-07-01	Arts & Sciences XII Collection	Humanities ; Law ; Law ; Philosophy	881904127, 890948231	
Archiv für Religionspsychologie / Archive for the Psychology of Religion	00846724	15736121	1914-01-01	1		2010-01-01	32	3	http://www.jstor.org/journal/archreliarchpsyc		archreliarchpsyc	P6Y	fulltext		Brill	serial								P	1914-01-01 - 2010-01-01	Religion & Theology Collection	Humanities ; Psychology ; Religion ; Social Sciences		
Archival Issues	10674993		1992-01-01	17	1	2012-01-01	34	2	http://www.jstor.org/journal/archivalissues		archivalissues	P4Y	fulltext		Midwest Archives Conference	serial								P	1992-01-01 - 2012-01-01	Public Library I Collection ; Arts & Sciences XI Collection	Library Science ; Social Sciences	608678191	2013-202559
Archive for History of Exact Sciences	00039519	14320657	1960-09-28	1	1	2012-11-01	66	6	http://www.jstor.org/journal/archhistexacscie		archhistexacscie	P4Y	fulltext		Springer	serial								P	1960-09-28 - 2012-11-01	Arts & Sciences X Collection ; Public Library I Collection	History ; History of Science & Technology ; Mathematics ; Science & Mathematics	39966759	2007-233496
Archives de Philosophie	00039632	1769681X	1923-01-01	1	1	2012-10-01	75	4	http://www.jstor.org/journal/archphil		archphil	P4Y	fulltext		Centre Sèvres – Facultés jésuites de Paris	serial								P	1923-01-01 - 2012-10-01	Arts & Sciences XIII Collection	Humanities ; Philosophy		
Archives de sciences sociales des religions	03355985		1973-01-01	18	35	2010-10-01	55	152	http://www.jstor.org/journal/archscisocrel		archscisocrel	P6Y	fulltext		EHESS	serial							archsocirel	P	1973-01-01 - 2010-10-01	Arts & Sciences VI Collection ; Religion & Theology Collection	Humanities ; Religion ; Social Sciences ; Sociology	67618955	2009-235462
Archives de sociologie des religions	00039659		1956-01-01	1	1	1972-07-01	17	34	http://www.jstor.org/journal/archsocirel		archsocirel	P6Y	fulltext		EHESS	serial						archscisocrel		P	1956-01-01 - 1972-07-01	Arts & Sciences VI Collection ; Religion & Theology Collection	Humanities ; Religion ; Social Sciences ; Sociology	253901583	2009-235463
Archives of American Art Journal	00039853		1964-01-01	4	1	2010-10-01	49	3/4	http://www.jstor.org/journal/archamerartj		archamerartj	P6Y	fulltext		University of Chicago Press	serial							quarbullarchamer	P	1964-01-01 - 2010-10-01	Arts & Sciences III Collection ; For-Profit Academic Arts & Sciences III Collection ; Public Library I Collection	American Studies ; Area Studies ; Art & Art History ; Arts	62266454	2005-237303
Archives of Asian Art	00666637	19446497	1966-01-01	20		2011-01-01	61		http://www.jstor.org/journal/archasiaart		archasiaart	P4Y	fulltext		University of Hawai'i Press	serial							archchiartsocam	P	1966-01-01 - 2011-01-01	Arts & Sciences V Collection	Area Studies ; Art & Art History ; Arts ; Asian Studies	277056016	2008-216367
Archives of the Chinese Art Society of America	19452926		1945-01-01	1		1965-01-01	19		http://www.jstor.org/journal/archchiartsocam		archchiartsocam	P4Y	fulltext		University of Hawai'i Press	serial						archasiaart		P	1945-01-01 - 1965-01-01	Arts & Sciences V Collection	Area Studies ; Art & Art History ; Arts ; Asian Studies	310470907	2009-235082
Archivium Hibernicum	00448745		1912-01-01	1		2012-01-01	65		http://www.jstor.org/journal/archhibe		archhibe	P4Y	fulltext		Catholic Historical Society of Ireland	serial								P	1912-01-01 - 2012-01-01	Ireland Collection	History ; History	448043079	2009-235713
Archivum Historiae Pontificiae	00666785		1963-01-01	1		2010-01-01	48		http://www.jstor.org/journal/archhistpont		archhistpont	P6Y	fulltext		GBPress- Gregorian Biblical Press	serial								P	1963-01-01 - 2010-01-01	Religion & Theology Collection	History ; History ; Humanities ; Religion	565522157	
Arctic	00040843		1948-04-01	1	1	2014-12-01	67	4	http://www.jstor.org/journal/arctic		arctic	P2Y	fulltext		Arctic Institute of North America	serial								P	1948-04-01 - 2014-12-01	Arts & Sciences IX Collection	Geography ; Social Sciences	60622800	2011-235774
Arctic and Alpine Research	00040851		1969-01-01	1	1	1998-11-01	30	4	http://www.jstor.org/journal/arctalpirese		arctalpirese	P4Y	fulltext		INSTAAR, University of Colorado	serial						arctantaalpirese		P	1969-01-01 - 1998-11-01	Biological Sciences Collection ; Life Sciences Collection ; Ecology & Botany II Collection	Biological Sciences ; Ecology & Evolutionary Biology ; Geography ; Science & Mathematics ; Social Sciences	63583297	2006-236651
Arctic, Antarctic, and Alpine Research	15230430	19384246	1999-02-01	31	1	2012-11-01	44	4	http://www.jstor.org/journal/arctantaalpirese		arctantaalpirese	P4Y	fulltext		INSTAAR, University of Colorado	serial							arctalpirese	P	1999-02-01 - 2012-11-01	Public Library II Collection ; For-Profit Academic Biological Sciences Collection ; Biological Sciences Collection ; For-Profit Academic Life Sciences Collection ; Life Sciences Collection ; Corporate & For-Profit Access Initiative Collection ; Ecology & Botany II Collection	Biological Sciences ; Ecology & Evolutionary Biology ; Geography ; Science & Mathematics ; Social Sciences	51958548	2004-242147
Arctic Anthropology	00666939		1962-01-01	1	1	2010-01-01	47	2	http://www.jstor.org/journal/arctanth		arctanth	P6Y	fulltext		University of Wisconsin Press	serial								P	1962-01-01 - 2010-01-01	Arts & Sciences VI Collection	Anthropology ; Social Sciences	49393077	2006-214996
Area	00040894	14754762	1969-01-01	1	1	2010-12-01	42	4	http://www.jstor.org/journal/area		area	P6Y	fulltext		Wiley	serial								P	1969-01-01 - 2010-12-01	Arts & Sciences VI Collection	Geography ; Social Sciences	46697281	2008-234470
Arion: A Journal of Humanities and the Classics	00955809		1962-04-01	1	1	2012-10-01	20	2	http://www.jstor.org/journal/arion		arion	P4Y	fulltext		Trustees of Boston University	serial								P	1962-04-01 - 2012-10-01	Arts & Sciences V Collection ; Classical Studies Discipline Package	Classical Studies ; Humanities	60620643	2009-235555
The Arithmetic Teacher	0004136X		1954-02-15	1	1	1994-05-01	41	9	http://www.jstor.org/journal/aritteach		aritteach	P6Y	fulltext		National Council of Teachers of Mathematics	serial						teacchilmath		P	1954-02-15 - 1994-05-01	National Council of Teachers of Mathematics Package ; Public Library I Collection ; Arts & Sciences X Collection ; Education Discipline Package ; Mathematics & Statistics Collection ; Corporate & For-Profit Access Initiative Collection	Education ; Mathematics ; Science & Mathematics ; Social Sciences	38436013	2012-235198
Arizona and the West	00041408		1959-04-01	1	1	1986-12-01	28	4	http://www.jstor.org/journal/arizwest		arizwest	P4Y	fulltext		Journal of the Southwest	serial						jsouthwest		P	1959-04-01 - 1986-12-01	Arts & Sciences V Collection	American Studies ; Area Studies ; History ; History	435607140	2009-235652
Arizona Journal of Hispanic Cultural Studies	10962492		1997-01-01	1		2011-01-01	15		http://www.jstor.org/journal/arijhispcultstud		arijhispcultstud	P4Y	fulltext		Arizona Journal of Hispanic Cultural Studies	serial								P	1997-01-01 - 2011-01-01	Arts & Sciences VI Collection ; Iberoamérica Collection	Area Studies ; Latin American Studies	76810189	2006-216217
Arizoniana	0883346X		1960-04-01	1	1	1964-12-01	5	4	http://www.jstor.org/journal/arizoniana		arizoniana	P4Y	fulltext		Arizona Historical Society	serial						jarizhist		P	1960-04-01 - 1964-12-01	Arts & Sciences XI Collection	History ; History	562085929	
The Arkansas Historical Quarterly	00041823		1942-03-01	1	1	2012-12-01	71	4	http://www.jstor.org/journal/arkahistquar		arkahistquar	P4Y	fulltext		Arkansas Historical Association	serial								P	1942-03-01 - 2012-12-01	Public Library I Collection ; Arts & Sciences V Collection	American Studies ; Area Studies ; History ; History	60621130	2009-235222
ARLIS/NA Newsletter	00903515		1972-11-01	1	1	1981-12-01	9	6	http://www.jstor.org/journal/arlisnanews		arlisnanews	P4Y	fulltext		University of Chicago Press	serial						artdocumentation		P	1972-11-01 - 1981-12-01	Public Library I Collection ; Art, Art History & Architecture Discipline Package ; Complete Chicago Package ; Arts & Sciences XI Collection	Art & Art History ; Arts	568085649	2012-235052
Arms Control Today	0196125X	19435754	1974-01-01	4	1	2014-12-01	44	10	http://www.jstor.org/journal/armscontroltoday		armscontroltoday	P2Y	fulltext		Arms Control Association	serial							acanewsletter	P	1974-01-01 - 2014-12-01	Arts & Sciences XII Collection	Peace & Conflict Studies ; Political Science ; Social Sciences	38436053	2008-201997
Arnoldia	00042633		1941-03-14	1	1	2012-01-01	70	2	http://www.jstor.org/journal/arnoldia		arnoldia	P4Y	fulltext		Arnold Arboretum of Harvard University	serial							bulpopinfarnarb	P	1941-03-14 - 2012-01-01	Ecology & Botany II Collection	Botany & Plant Sciences ; Science & Mathematics		
Ars Islamica	19396406		1934-01-01	1	1	1951-01-01	15/16		http://www.jstor.org/journal/arsislamica		arsislamica	P4Y	fulltext		Smithsonian Institution	serial						arsorie		P	1934-01-01 - 1951-01-01	Arts & Sciences V Collection	Area Studies ; Art & Art History ; Arts ; Asian Studies ; Middle East Studies	266072287	2008-234457
Ars Orientalis	05711371		1954-01-01	1		2012-01-01	42		http://www.jstor.org/journal/arsorie		arsorie	P4Y	fulltext		Smithsonian Institution	serial							arsislamica	P	1954-01-01 - 2012-01-01	Asia Collection ; Public Library I Collection ; Arts & Sciences V Collection	Area Studies ; Art & Art History ; Arts ; Asian Studies ; Middle East Studies	61312224	2008-234456
ARSP: Archiv für Rechts- und Sozialphilosophie / Archives for Philosophy of Law and Social Philosophy	00012343		1964-01-01	50	3	2011-01-01	97	2	http://www.jstor.org/journal/arsparchrechsozi		arsparchrechsozi	P5Y	fulltext		Franz Steiner Verlag	serial							archrechsozi	P	1964-01-01 - 2011-01-01	Arts & Sciences XII Collection	Humanities ; Law ; Law ; Philosophy	244829955	
The Art Amateur	21518246		1879-06-01	1	1	1891-01-01	24	2	http://www.jstor.org/journal/artamateur		artamateur		fulltext	Publication of this title ceased in 1903.		serial								P	1879-06-01 - 1891-01-01	Arts & Sciences VIII Collection	Art & Art History ; Arts	56495767	2006255638
Art and Progress	21512531		1909-11-01	1	1	1915-12-01	7	2	http://www.jstor.org/journal/artprog		artprog		fulltext	Publication of this title ceased in 1936.		serial						amermagart		P	1909-11-01 - 1915-12-01	Arts & Sciences VIII Collection	Art & Art History ; Arts	653417031	2011-235726
The Art Bulletin	00043079		1919-09-01	2	1	2012-12-01	94	4	http://www.jstor.org/journal/artbulletin		artbulletin	P4Y	fulltext		College Art Association	serial							bullcollartassoa	P	1919-09-01 - 2012-12-01	Arts & Sciences III Collection ; For-Profit Academic Arts & Sciences III Collection ; Public Library I Collection	Art & Art History ; Arts	38436072	2004-235629
The Art Critic	2150315X		1893-11-01	1	1	1894-03-01	1	3	http://www.jstor.org/journal/artcritic1893		artcritic1893		fulltext	Publication of this title ceased in 1894.		serial								P	1893-11-01 - 1894-03-01	Arts & Sciences VIII Collection	Art & Art History ; Arts	448048260	2009-235710
Art Documentation: Journal of the Art Libraries Society of North America	07307187		1982-02-01	1	1	2012-09-01	31	2	http://www.jstor.org/journal/artdocumentation		artdocumentation	P4Y	fulltext		University of Chicago Press	serial							arlisnanews	P	1982-02-01 - 2012-09-01	Public Library I Collection ; Art, Art History & Architecture Discipline Package ; Complete Chicago Package ; Arts & Sciences XI Collection	Art & Art History ; Arts	60617099	2011-202298
Art Education	00043125		1948-01-01	1	1	2010-11-01	63	6	http://www.jstor.org/journal/arteducation		arteducation	P6Y	fulltext		National Art Education Association	serial								P	1948-01-01 - 2010-11-01	For-Profit Academic Arts & Sciences IV Collection ; Arts & Sciences IV Collection	Art & Art History ; Arts ; Education ; Social Sciences	58839029	2005-236603
Art in Print	23305606	21642702	2011-05-01	1	1	2012-11-01	2	4	http://www.jstor.org/journal/artprint		artprint	P4Y	fulltext		Art in Print Review	serial								P	2011-05-01 - 2012-11-01	Arts & Sciences XIII Collection	Art & Art History ; Arts		
Art Institute of Chicago Museum Studies	00693235	23259337	1966-01-01	1		2011-01-01	36	2	http://www.jstor.org/journal/artinstchicmuses		artinstchicmuses		fulltext	Publication of this title ceased in 2011.	Art Institute of Chicago	serial								P	1966-01-01 - 2011-01-01	Arts & Sciences VII Collection	Art & Art History ; Arts	60617151	2007-265288
The Art Institute of Chicago Quarterly	19356609		1951-09-15	45	3	1965-01-01	59	1	http://www.jstor.org/journal/artinstchicquar		artinstchicquar		fulltext	Publication of this title ceased in 1982.	Art Institute of Chicago	serial						caleartinstchic	bullartinstchic1	P	1951-09-15 - 1965-01-01	Arts & Sciences VII Collection	Art & Art History ; Arts	175290717	2007-265271
Art Journal	00043249		1960-10-01	20	1	2012-10-01	71	3	http://www.jstor.org/journal/artj		artj	P4Y	fulltext		College Art Association	serial							collegeartj	P	1960-10-01 - 2012-10-01	Arts & Sciences III Collection ; For-Profit Academic Arts & Sciences III Collection ; Public Library I Collection	Art & Art History ; Arts	38436076	2004-235618
The Art Journal (1875-1887)	2152243X		1875-01-01	1		1880-01-01	6		http://www.jstor.org/journal/artj1875		artj1875		fulltext	Publication of this title ceased in 1887.		serial								P	1875-01-01 - 1880-01-01	Arts & Sciences VIII Collection	Art & Art History ; Arts	568750808	2010234954
Art & Life	21505969		1919-06-01	10	6	1920-03-01	11	9	http://www.jstor.org/journal/artandlife		artandlife		fulltext	Publication of this title ceased in 1920.		serial							lotusmagazine	P	1919-06-01 - 1920-03-01	Arts & Sciences VIII Collection	Art & Art History ; Arts	503364947	2010-234732
