publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	full_coverage	collection	discipline	catalog_identifier_oclc	catalog_identifier_lccn
The Journal of the Gilded Age and Progressive Era	15377814		2002-01-01	1	1	2010-10-01	9	4	http://www.jstor.org/journal/jgildageprogera		jgildageprogera	P6Y	fulltext		Society for Historians of the Gilded Age & Progressive Era	serial								P	2002-01-01 - 2010-10-01	Arts & Sciences V Collection	American Studies ; Area Studies ; History ; History	54407091	2004252072
The Journal of the Historical and Archaeological Association of Ireland	07906374		1868-01-01	1	1	1869-01-01	1	2	http://www.jstor.org/journal/jhistarchassoire		jhistarchassoire	P6Y	fulltext		Royal Society of Antiquaries of Ireland	serial						jroyhistarchassi	jkilksoeairearso	P	1868-01-01 - 1869-01-01	Ireland Collection	Archaeology ; Area Studies ; History ; History ; Irish Studies ; Social Sciences	477530841	2009-236003
Journal of the Historical Society of Nigeria	00182540		1956-12-01	1	1	2012-01-01	21		http://www.jstor.org/journal/jhistsocnige		jhistsocnige	P3Y	fulltext		Historical Society of Nigeria	serial								P	1956-12-01 - 2012-01-01	Arts & Sciences IX Collection	African Studies ; Area Studies ; History ; History		
Journal of the History of Biology	00225010	15730387	1968-04-01	1	1	2012-12-01	45	4	http://www.jstor.org/journal/jhistbiol		jhistbiol	P4Y	fulltext		Springer	serial								P	1968-04-01 - 2012-12-01	Public Library I Collection ; Arts & Sciences V Collection	History ; History of Science & Technology ; Humanities ; Philosophy	41570526	2004233179
Journal of the History of Ideas	00225037	10863222	1940-01-01	1	1	2012-10-01	73	4	http://www.jstor.org/journal/jhistoryideas		jhistoryideas	P4Y	fulltext		University of Pennsylvania Press	serial								P	1940-01-01 - 2012-10-01	For-Profit Academic Arts & Sciences I Collection ; Public Library I Collection ; Arts & Sciences I Collection ; Corporate & For-Profit Access Initiative Collection	History ; History	40892748	sn99-23370
Journal of the History of Sexuality	10434070	15353605	1990-07-01	1	1	2012-09-01	21	3	http://www.jstor.org/journal/jhistsexu		jhistsexu	P4Y	fulltext		University of Texas Press	serial								P	1990-07-01 - 2012-09-01	Public Library I Collection ; Arts & Sciences VII Collection ; Corporate & For-Profit Access Initiative Collection ; For-Profit Academic Arts & Sciences VII Collection	History ; History ; Social Sciences ; Sociology	46673214	2001-213876
Journal of the Hong Kong Branch of the Royal Asiatic Society	00855774	19917287	1960-01-01	1		2003-01-01	43		http://www.jstor.org/journal/jhongkongbranroy		jhongkongbranroy	P1Y	fulltext		Royal Asiatic Society Hong Kong Branch	serial						jroyaaisasocihkb		P	1960-01-01 - 2003-01-01	Asia Collection ; Arts & Sciences XIV Collection	Area Studies ; Asian Studies		
Journal of the Illinois State Archaeological Society	24692824		1943-10-01	1	2	1954-01-01	4	1	http://www.jstor.org/journal/jillstaarcsoc		jillstaarcsoc	P4Y	fulltext		Central States Archaeological Societies, Inc.	serial						centstatarchj		P	1943-10-01 - 1954-01-01	Arts & Sciences XIV Collection	Archaeology ; Social Sciences		
Journal of the Illinois State Historical Society (1908-1984)	00192287		1908-04-01	1	1/4	1984-07-01	77	2	http://www.jstor.org/journal/jillistathists		jillistathists	P3Y	fulltext		University of Illinois Press	serial						illihistj		P	1908-04-01 - 1984-07-01	Arts & Sciences VIII Collection ; History Discipline Package	American Studies ; Area Studies ; History ; History	192136576	2009-235496
Journal of the Illinois State Historical Society (1998-)	15221067		1998-07-01	91	2	2013-12-31	106	3-4	http://www.jstor.org/journal/jillistathistsoc		jillistathistsoc	P3Y	fulltext		University of Illinois Press	serial							illihistj	P	1998-07-01 - 2013-12-31	Arts & Sciences VIII Collection ; History Discipline Package	American Studies ; Area Studies ; History ; History	60620289	2009-235494
Journal of the Institute of Actuaries (1866-1867)	20461666		1866-04-01	13	1	1867-07-01	13	6	http://www.jstor.org/journal/jinstact		jinstact	P6Y	fulltext		Cambridge University Press	serial						jinstactassumag	assumagjinsact	P	1866-04-01 - 1867-07-01	Arts & Sciences X Collection ; Business & Economics Collection ; Business III Collection	Business ; Business & Economics ; Economics ; Finance	760321761	2012-236351
Journal of the Institute of Actuaries (1886-1994)	00202681		1886-01-01	25	5	1995-01-01	121		http://www.jstor.org/journal/jinstactuaries		jinstactuaries	P6Y	fulltext		Cambridge University Press	serial						transfacactu	jinstactassumag	P	1886-01-01 - 1995-01-01	Arts & Sciences X Collection ; Business & Economics Collection ; Business III Collection	Business ; Business & Economics ; Economics ; Finance	669212538	2012-235199
Journal of the Institute of Actuaries and Assurance Magazine	20461674		1867-10-01	14	1	1885-07-01	25	4	http://www.jstor.org/journal/jinstactassumag		jinstactassumag	P6Y	fulltext		Cambridge University Press	serial						jinstactuaries	jinstact	P	1867-10-01 - 1885-07-01	Arts & Sciences X Collection ; Business & Economics Collection ; Business III Collection	Business ; Business & Economics ; Economics ; Finance	669209949	2012-236350
Journal of the International Folk Music Council	09507922		1949-01-01	1		1968-01-01	20		http://www.jstor.org/journal/jintefolkmusicou		jintefolkmusicou	P5Y	fulltext		International Council for Traditional Music	serial						yearintefolkmusi		P	1949-01-01 - 1968-01-01	Arts & Sciences III Collection ; Music Discipline Package ; For-Profit Academic Music Collection ; For-Profit Academic Arts & Sciences III Collection ; Music Collection ; Public Library I Collection ; Corporate & For-Profit Access Initiative Collection	Arts ; Music	53166037	2004-235613
The Journal of the Joseph Conrad Society (U.K.)	20487223		1975-08-01	2	1	1980-11-01	5	4	http://www.jstor.org/journal/jjosconsoc		jjosconsoc	P5Y	fulltext		Joseph Conrad Society UK	serial						conradian	jjosconsocnews	P	1975-08-01 - 1980-11-01	Arts & Sciences XI Collection	Humanities ; Language & Literature	647368205	2013-235031
Journal of the Kansas Entomological Society	00228567	19372353	1928-01-01	1	1	2012-10-01	85	4	http://www.jstor.org/journal/jkansentosoci		jkansentosoci	P4Y	fulltext		Kansas (Central States) Entomological Society	serial								P	1928-01-01 - 2012-10-01	For-Profit Academic Biological Sciences Collection ; Public Library II Collection ; Biological Sciences Collection ; For-Profit Academic Life Sciences Collection ; Life Sciences Collection	Biological Sciences ; Science & Mathematics ; Zoology	61690607	2007-213469
The Journal of the Kilkenny and South-East of Ireland Archaeological Society	07906366		1856-01-01	1	1	1867-01-01	6	1	http://www.jstor.org/journal/jkilksoeairearso		jkilksoeairearso	P6Y	fulltext		Royal Society of Antiquaries of Ireland	serial						jhistarchassoire	proctrankilksoui	P	1856-01-01 - 1867-01-01	Ireland Collection	Archaeology ; Area Studies ; History ; History ; Irish Studies ; Social Sciences	477494397	2009-236005
The Journal of the Learning Sciences	10508406	15327809	1991-01-01	1	2	2008-10-01	17	4	http://www.jstor.org/journal/jlearscie		jlearscie	P8Y	fulltext		Taylor & Francis, Ltd.	serial								P	1991-01-01 - 2008-10-01	For-Profit Academic Arts & Sciences IV Collection ; Arts & Sciences IV Collection	Education ; Social Sciences	45007206	2001-214607
Journal of the Malayan Branch of the Royal Asiatic Society	23047550	23047569	1923-04-01	1	1 (87)	1963-12-30			http://www.jstor.org/journal/jmalayanras		jmalayanras	P6Y	fulltext		Malaysian Branch of the Royal Asiatic Society	serial						jmalaysianras	jstraitsrsa	P	1923-04-01 - 1963-12-30	Arts & Sciences XII Collection	Area Studies ; Asian Studies ; Geography ; History ; History ; Social Sciences	679379078	
Journal of the Malaysian Branch of the Royal Asiatic Society	01267353	21804338	1964-07-01	37	1 (205)	2010-12-01	83	2 (299)	http://www.jstor.org/journal/jmalaysianras		jmalaysianras	P6Y	fulltext		Malaysian Branch of the Royal Asiatic Society	serial							jmalayanras	P	1964-07-01 - 2010-12-01	Arts & Sciences XII Collection	Area Studies ; Asian Studies ; Geography ; History ; History ; Social Sciences	60616904	2011-263205
The Journal of the Midwest Modern Language Association	07425562		1984-04-01	17	1	2015-04-01	48	1	http://www.jstor.org/journal/jmidwmodelangass		jmidwmodelangass	P1Y	fulltext		Midwest Modern Language Association	serial							bullmidwmodelang	P	1984-04-01 - 2015-04-01	Arts & Sciences III Collection ; Language & Literature Collection	Humanities ; Language & Literature	58839053	2005-236632
Journal of the Museum of Fine Arts, Boston	10412433		1989-01-01	1		1994-01-01	6		http://www.jstor.org/journal/jmusfineartsbos		jmusfineartsbos		fulltext	Publication of this title ceased in 1994.	Museum of Fine Arts, Boston	serial								P	1989-01-01 - 1994-01-01	Arts & Sciences V Collection	Art & Art History ; Arts	468027843	2009-235778
Journal of the National Association of Biblical Instructors	15499804		1933-01-01	1	2	1936-01-01	4	1	http://www.jstor.org/journal/jnatiassobiblins		jnatiassobiblins	P6Y	fulltext		Oxford University Press	serial						chrieduc	amercollbull	P	1933-01-01 - 1936-01-01	Arts & Sciences III Collection ; Religion & Theology Collection	Humanities ; Religion	61236838	2005 237207
Journal of the New York Entomological Society	00287199	19372361	1893-03-01	1	1	2006-12-01	114	4	http://www.jstor.org/journal/jnewyorkentosoci		jnewyorkentosoci	P6Y	fulltext		New York Entomological Society	serial						entoamer		P	1893-03-01 - 2006-12-01	Biological Sciences Collection ; Life Sciences Collection	Biological Sciences ; Science & Mathematics ; Zoology	47991597	2004242170
Journal of the North American Benthological Society	08873593	1937237X	1986-03-01	5	1	2011-12-01	30	4	http://www.jstor.org/journal/jnortamerbentsoc		jnortamerbentsoc	P4Y	fulltext		University of Chicago Press	serial						fresscie	fresinvebiol	P	1986-03-01 - 2011-12-01	Public Library II Collection ; For-Profit Academic Biological Sciences Collection ; Biological Sciences Collection ; For-Profit Academic Life Sciences Collection ; Complete Chicago Package ; Science, Technology & Mathematics Discipline Package ; Life Sciences Collection	Aquatic Sciences ; Biological Sciences ; Ecology & Evolutionary Biology ; Science & Mathematics	54970208	2004-242178
Journal of the Ohio Herpetological Society	04739868		1959-09-20	2	2	1966-12-30	5	4	http://www.jstor.org/journal/johioherpsoci		johioherpsoci	P4Y	fulltext		Society for the Study of Amphibians and Reptiles	serial						jherpetology	trimrepoohioherp	P	1959-09-20 - 1966-12-30	Biological Sciences Collection ; Life Sciences Collection	Biological Sciences ; Science & Mathematics ; Zoology	63582232	2006-236655
The Journal of the Operational Research Society	01605682	14769360	1978-01-01	29	1	2012-12-01	63	12	http://www.jstor.org/journal/joperresesoci		joperresesoci	P4Y	fulltext		Palgrave Macmillan Journals	serial							operresequar1970	P	1978-01-01 - 2012-12-01	For-Profit Academic Arts & Sciences IV Collection ; Arts & Sciences IV Collection ; Public Library I Collection ; Business & Economics Collection ; For-Profit Academic Business Collection ; Business I Collection	Business ; Business & Economics	48418817	2001-227359
Journal of the Operations Research Society of America	00963984		1952-11-01	1	1	1955-11-01	3	4	http://www.jstor.org/journal/joperresesociame		joperresesociame	P6Y	fulltext		INFORMS	serial						operrese		P	1952-11-01 - 1955-11-01	For-Profit Academic Arts & Sciences IV Collection ; Arts & Sciences IV Collection ; Business & Economics Collection ; Business I Collection	Business ; Business & Economics	48418668	2001-227350
The Journal of the Polynesian Society	00324000		1892-04-15	1	1	2012-12-01	121	4	http://www.jstor.org/journal/jpolynesiansoc		jpolynesiansoc	P4Y	fulltext		Polynesian Society	serial								P	1892-04-15 - 2012-12-01	For-Profit Academic Arts & Sciences IX Collection ; Asia Collection ; Public Library I Collection ; Arts & Sciences IX Collection	Anthropology ; Area Studies ; Asian Studies ; Social Sciences	557485930	2011-235457
Journal of the Presbyterian Historical Society (1901-1930)	23264861		1901-05-01	1	1	1930-06-01	14	2	http://www.jstor.org/journal/jpreshistsoci		jpreshistsoci	P2Y	fulltext		Presbyterian Historical Society	serial						jdephisprechu		P	1901-05-01 - 1930-06-01	Public Library I Collection ; Religion & Theology Collection ; Arts & Sciences XI Collection	History ; History ; Humanities ; Religion	609540958	
Journal of the Presbyterian Historical Society (1943-1961)	01473735		1943-03-01	21	1	1961-12-01	39	4	http://www.jstor.org/journal/jpreshistsoc		jpreshistsoc	P2Y	fulltext		Presbyterian Historical Society	serial						jpresbhist	jdephisprechu	P	1943-03-01 - 1961-12-01	Public Library I Collection ; Religion & Theology Collection ; Arts & Sciences XI Collection	History ; History ; Humanities ; Religion	609521411	
Journal of the Royal African Society	03684016		1901-10-01	1	1	1944-04-01	43	171	http://www.jstor.org/journal/jroyaafrisoci		jroyaafrisoci	P6Y	fulltext		Oxford University Press	serial						africanaffairs		P	1901-10-01 - 1944-04-01	Arts & Sciences II Collection	African Studies ; Area Studies	51206410, 51206384	2002-227379, 2002-227378
The Journal of the Royal Anthropological Institute	13590987	14679655	1995-03-01	1	1	2010-12-01	16	4	http://www.jstor.org/journal/jroyaanthinst		jroyaanthinst	P6Y	fulltext		Royal Anthropological Institute of Great Britain and Ireland	serial							man	P	1995-03-01 - 2010-12-01	Arts & Sciences I Collection	Anthropology ; Social Sciences	45640491	2001-227001
The Journal of the Royal Anthropological Institute of Great Britain and Ireland	03073114		1907-01-01	37		1965-07-01	95	2	http://www.jstor.org/journal/jroyaanthinstgre		jroyaanthinstgre	P6Y	fulltext		Royal Anthropological Institute of Great Britain and Ireland	serial						man	janthinstgreabri	P	1907-01-01 - 1965-07-01	Arts & Sciences I Collection	Anthropology ; Social Sciences	42882494	sn99-23446
Journal of the Royal Asiatic Society	13561863	14740591	1991-04-01	1	1	2010-10-01	20	4	http://www.jstor.org/journal/jroyalasiasoci		jroyalasiasoci	P6Y	fulltext		Cambridge University Press	serial							jroyasiasocgrbi	P	1991-04-01 - 2010-10-01	Arts & Sciences V Collection	Area Studies ; Asian Studies	49342745	2009-236210
Journal of the Royal Asiatic Society Hong Kong Branch	19917295		2004-01-01	44		2013-01-01	53		http://www.jstor.org/journal/jroyaaisasocihkb		jroyaaisasocihkb	P1Y	fulltext		Royal Asiatic Society Hong Kong Branch	serial							jhongkongbranroy	P	2004-01-01 - 2013-01-01	Asia Collection ; Arts & Sciences XIV Collection	Area Studies ; Asian Studies		
The Journal of the Royal Asiatic Society of Great Britain and Ireland	0035869X		1834-02-01	1	1	1990-01-01		1	http://www.jstor.org/journal/jroyasiasocgrbi		jroyasiasocgrbi	P6Y	fulltext		Cambridge University Press	serial						jroyalasiasoci	tranrasgrbritire	P	1834-02-01 - 1990-01-01	Arts & Sciences V Collection	Area Studies ; Asian Studies	49342745	2009-236210
Journal of the Royal Asiatic Society of Sri Lanka	1391720X		1987-01-01	32		2011-01-01	57		http://www.jstor.org/journal/jroyaasiasocisri		jroyaasiasocisri	P4Y	fulltext		Royal Asiatic Society of Sri Lanka (RASSL)	serial							jroyaasiasocislb	P	1987-01-01 - 2011-01-01	Arts & Sciences XII Collection	Area Studies ; Asian Studies	607463078	
Journal of the Royal Asiatic Society Sri Lanka Branch	23127732	24207438	1980-01-01	25		1986-01-01	31		http://www.jstor.org/journal/jroyaasiasocislb		jroyaasiasocislb	P4Y	fulltext		Royal Asiatic Society of Sri Lanka (RASSL)	serial						jroyaasiasocisri	jsrilankabranch	P	1980-01-01 - 1986-01-01	Arts & Sciences XII Collection		562961259	
The Journal of the Royal Geographical Society of London	02666235		1831-01-01	1		1880-01-01	50		http://www.jstor.org/journal/jroyageogsocilon		jroyageogsocilon		fulltext		Wiley	serial						procroyageogsoc2		P	1831-01-01 - 1880-01-01	Arts & Sciences II Collection	Geography ; Social Sciences	51205390	2002-227356
The Journal of the Royal Historical and Archaeological Association of Ireland	07906382		1870-01-01	1	1	1889-10-01	9	81	http://www.jstor.org/journal/jroyhistarchassi		jroyhistarchassi	P6Y	fulltext		Royal Society of Antiquaries of Ireland	serial						jroysocantirel	jhistarchassoire	P	1870-01-01 - 1889-10-01	Ireland Collection	Archaeology ; Area Studies ; History ; History ; Irish Studies ; Social Sciences	477534236	2009-236002
Journal of the Royal Institute of International Affairs	1473799X		1926-05-01	5	3	1930-11-01	9	6	http://www.jstor.org/journal/jroyainstinteaff		jroyainstinteaff	P6Y	fulltext		Wiley	serial						inteaffaroyains2	jbritinstinteaff	P	1926-05-01 - 1930-11-01	Arts & Sciences II Collection	International Relations ; Political Science ; Social Sciences	48537135	2001-227398
Journal of the Royal Musical Association	02690403	14716933	1986-01-01	112	1	2010-01-01	135	2	http://www.jstor.org/journal/jroyamusiasso		jroyamusiasso	P6Y	fulltext		Taylor & Francis, Ltd.	serial							procroyamusiasso	P	1986-01-01 - 2010-01-01	Arts & Sciences III Collection ; Music Collection	Arts ; Music	47209123	2004-235616
The Journal of the Royal Society of Antiquaries of Ireland	00359106		1890-03-01	1	1	2010-01-01	140		http://www.jstor.org/journal/jroysocantirel		jroysocantirel	P6Y	fulltext		Royal Society of Antiquaries of Ireland	serial							jroyhistarchassi	P	1890-03-01 - 2010-01-01	Ireland Collection	Archaeology ; Area Studies ; History ; History ; Irish Studies ; Social Sciences	477534243, 220951752	2009-236001, 2009-236000
Journal of the Royal Society of Arts	00359114		1908-01-31	56	2880	1987-11-01	135	5376	http://www.jstor.org/journal/jroysocart		jroysocart	P1Y	fulltext		Royal Society for the Encouragement of Arts, Manufactures and Commerce	serial						rsaj	jsociarts	P	1908-01-31 - 1987-11-01	Business & Economics Collection ; Arts & Sciences XI Collection	Art & Art History ; Arts ; Business ; Business & Economics ; Education ; History ; History of Science & Technology ; Social Sciences	609747076	2013-235049
Journal of the Royal Statistical Society	09528385		1887-03-01	50	1	1947-01-01	110	1	http://www.jstor.org/journal/jroyastatsoci		jroyastatsoci	P5Y	fulltext		Wiley	serial						jroyastatsociser	jstatsocilond	P	1887-03-01 - 1947-01-01	Arts & Sciences I Collection	Science & Mathematics ; Statistics	42016936	sn99-23415
Journal of the Royal Statistical Society. Series A (General)	00359238		1948-01-01	111	4	1987-01-01	150	1	http://www.jstor.org/journal/jroyastatsociser		jroyastatsociser	P5Y	fulltext		Wiley	serial						jroyastatsocise3	jroyastatsoci	P	1948-01-01 - 1987-01-01	Arts & Sciences I Collection	Science & Mathematics ; Statistics	42016998	sn99-23416
Journal of the Royal Statistical Society. Series A (Statistics in Society)	09641998	1467985X	1988-01-01	151	2	2011-10-01	174	4	http://www.jstor.org/journal/jroyastatsocise3		jroyastatsocise3	P5Y	fulltext		Wiley	serial							jroyastatsociser	P	1988-01-01 - 2011-10-01	Arts & Sciences I Collection	Science & Mathematics ; Statistics	42017027	sn99-23417
Journal of the Royal Statistical Society. Series B (Methodological)	00359246		1948-01-01	10	2	1997-01-01	59	1	http://www.jstor.org/journal/jroyastatsocise2		jroyastatsocise2	P5Y	fulltext		Wiley	serial						jroyastatsocise4	suppjroyastatsoc	P	1948-01-01 - 1997-01-01	Arts & Sciences I Collection	Science & Mathematics ; Statistics	42017118	sn99-23419
Journal of the Royal Statistical Society. Series B (Statistical Methodology)	13697412	14679868	1998-01-01	60	1	2011-11-01	73	5	http://www.jstor.org/journal/jroyastatsocise4		jroyastatsocise4	P5Y	fulltext		Wiley	serial							jroyastatsocise2	P	1998-01-01 - 2011-11-01	Arts & Sciences I Collection	Science & Mathematics ; Statistics	51300806	2003-227002
Journal of the Royal Statistical Society. Series C (Applied Statistics)	00359254	14679876	1952-03-01	1	1	2011-11-01	60	5	http://www.jstor.org/journal/applstat		applstat	P5Y	fulltext		Wiley	serial								P	1952-03-01 - 2011-11-01	Arts & Sciences I Collection	Science & Mathematics ; Statistics	42016866	sn99-23413
Journal of the Royal Statistical Society. Series D (The Statistician)	00390526	14679884	1962-01-01	12	4	2003-01-01	52	3	http://www.jstor.org/journal/statistician		statistician		fulltext	Publication of this title ceased in 2003.	Wiley	serial							incostat	P	1962-01-01 - 2003-01-01	Arts & Sciences I Collection	Science & Mathematics ; Statistics	42016831	sn99-23412
Journal of the Society for Industrial and Applied Mathematics	03684245		1953-09-01	1	1	1965-12-01	13	4	http://www.jstor.org/journal/jsociinduapplmat		jsociinduapplmat	P6Y	fulltext		Society for Industrial and Applied Mathematics	serial						siamjapplmath		P	1953-09-01 - 1965-12-01	Arts & Sciences I Collection	Mathematics ; Science & Mathematics	38309831	sn98-23007
Journal of the Society for Industrial and Applied Mathematics: Series B, Numerical Analysis	0887459X		1964-01-01	1		1965-01-01	2	3	http://www.jstor.org/journal/jsociinduapplma2		jsociinduapplma2	P6Y	fulltext		Society for Industrial and Applied Mathematics	serial						siamjnumeanal		P	1964-01-01 - 1965-01-01	Arts & Sciences I Collection	Mathematics ; Science & Mathematics	39213438	sn98-23007
Journal of the Society for Social Work and Research		1948822X	2010-09-01	1	1	2012-11-15	3	4	http://www.jstor.org/journal/jsocisociworkres		jsocisociworkres	P4Y	fulltext		University of Chicago Press	serial								P	2010-09-01 - 2012-11-15	Complete Chicago Package ; Arts & Sciences XII Collection	Social Sciences ; Social Work		
Journal of the Society of Architectural Historians	00379808	21505926	1945-01-01	5		2012-12-01	71	4	http://www.jstor.org/journal/jsociarchhist		jsociarchhist	P4Y	fulltext		University of California Press	serial							jamersociarchhis	P	1945-01-01 - 2012-12-01	Arts & Sciences III Collection ; For-Profit Academic Arts & Sciences III Collection ; Public Library I Collection ; Art, Art History & Architecture Discipline Package ; University of California Press Package	Architecture & Architectural History ; Art & Art History ; Arts	46849067	2004-235648
The Journal of the Society of Arts	20497865		1852-11-26	1	1	1908-01-24	56	2879	http://www.jstor.org/journal/jsociarts		jsociarts	P1Y	fulltext		Royal Society for the Encouragement of Arts, Manufactures and Commerce	serial						jroysocart	transoclon	P	1852-11-26 - 1908-01-24	Business & Economics Collection ; Arts & Sciences XI Collection	Art & Art History ; Arts ; Business ; Business & Economics ; Education ; History ; History of Science & Technology ; Social Sciences	646848057	2013-235100
Journal of the Society of Biblical Literature and Exegesis	10698337		1881-06-01	1	1	1888-06-01	8	1/2	http://www.jstor.org/journal/jsocibiblliteexe		jsocibiblliteexe	P4Y	fulltext		Society of Biblical Literature	serial						jbibllite		P	1881-06-01 - 1888-06-01	Arts & Sciences III Collection ; Religion Discipline Package ; Religion & Theology Collection	Humanities ; Religion	62266410	2005-237309
Journal of the Society of Christian Ethics	15407942	23262176	2002-10-01	22		2013-10-01	33	2	http://www.jstor.org/journal/jsocichriethi		jsocichriethi	P3Y	fulltext		Society of Christian Ethics	serial							annusocichriethi	P	2002-10-01 - 2013-10-01	Arts & Sciences XIII Collection ; Religion & Theology Collection	Humanities ; Philosophy ; Religion	56717329	2004-221984
The Journal of the Society of Cinematologists	15500349		1961-01-01	1		1964-01-01	4/5		http://www.jstor.org/journal/jsocicine		jsocicine	P4Y	fulltext		University of Texas Press	serial						cinemaj		P	1961-01-01 - 1964-01-01	Arts & Sciences III Collection	Film Studies ; Humanities	56137828	2004-236893
Journal of the Society of Comparative Legislation	14795973		1896-01-01	1		1917-01-01	17	1/2	http://www.jstor.org/journal/jsocicomplegi		jsocicomplegi	P6Y	fulltext		Cambridge University Press	serial						problemswar		P	1896-01-01 - 1917-01-01	For-Profit Academic Arts & Sciences IV Collection ; Arts & Sciences IV Collection	Law ; Law	54395890	2004-235680
The Journal of the Southern Appalachian Botanical Club	19368909		1936-01-01	1	1	1937-03-01	2	3	http://www.jstor.org/journal/jsoutappabotaclu		jsoutappabotaclu	P4Y	fulltext		Allen Press	serial						castanea		P	1936-01-01 - 1937-03-01	Biological Sciences Collection ; Life Sciences Collection ; Ecology & Botany II Collection	Biological Sciences ; Botany & Plant Sciences ; Science & Mathematics	175290721	2007-265273
Journal of the Southwest	08948410		1987-04-01	29	1	2012-12-01	54	4	http://www.jstor.org/journal/jsouthwest		jsouthwest	P4Y	fulltext		Journal of the Southwest	serial							arizwest	P	1987-04-01 - 2012-12-01	Public Library I Collection ; Arts & Sciences V Collection	American Studies ; Area Studies ; History ; History	42818258	2009-235661
Journal of the Sri Lanka Branch of the Royal Asiatic Society	10139818	24207446	1972-01-01	16		1978-01-01	24		http://www.jstor.org/journal/jsrilankabranch		jsrilankabranch	P4Y	fulltext		Royal Asiatic Society of Sri Lanka (RASSL)	serial						jroyaasiasocislb	jceylbranroya	P	1972-01-01 - 1978-01-01	Arts & Sciences XII Collection	Area Studies ; Asian Studies	562961259	
Journal of the Statistical Society of London	09595341		1838-05-01	1	1	1886-12-01	49	4	http://www.jstor.org/journal/jstatsocilond		jstatsocilond	P5Y	fulltext		Wiley	serial						jroyastatsoci	prostatsoclon	P	1838-05-01 - 1886-12-01	Arts & Sciences I Collection	Science & Mathematics ; Statistics	42016892	sn99-23414
Journal of the Straits Branch of the Royal Asiatic Society	23047534	23047542	1878-07-01		1	1988-12-31		86	http://www.jstor.org/journal/jstraitsrsa		jstraitsrsa	P6Y	fulltext		Malaysian Branch of the Royal Asiatic Society	serial						jmalayanras		P	1878-07-01 - 1988-12-31	Asia Collection ; Arts & Sciences XII Collection	Area Studies ; Asian Studies ; Geography ; History ; History ; Social Sciences	565346669	
The Journal of the Torrey Botanical Society	10955674		1997-01-01	124	1	2012-10-01	139	4	http://www.jstor.org/journal/jtorrbotasoci		jtorrbotasoci	P4Y	fulltext		Torrey Botanical Society	serial							bulltorrbotaclub	P	1997-01-01 - 2012-10-01	For-Profit Academic Biological Sciences Collection ; Public Library II Collection ; Biological Sciences Collection ; For-Profit Academic Life Sciences Collection ; Life Sciences Collection ; Corporate & For-Profit Access Initiative Collection ; Ecology & Botany I Collection	Biological Sciences ; Botany & Plant Sciences ; Science & Mathematics	45640499	2001-227000
Journal of the University Film and Video Association	0734919X		1982-01-01	34	1	1983-10-01	35	4	http://www.jstor.org/journal/junivfilmvidas		junivfilmvidas	P4Y	fulltext		University of Illinois Press	serial						jfilmvideo	junivfilmasso	P	1982-01-01 - 1983-10-01	Film & Performing Arts Discipline Package ; University of Illinois Press Package ; Arts & Sciences V Collection	Film Studies ; Humanities	669053443	2010-235312
Journal of the University Film Association	00419311		1968-01-01	20	2	1981-10-01	33	4	http://www.jstor.org/journal/junivfilmasso		junivfilmasso	P4Y	fulltext		University of Illinois Press	serial						junivfilmvidas	junivfilmproas	P	1968-01-01 - 1981-10-01	Film & Performing Arts Discipline Package ; University of Illinois Press Package ; Arts & Sciences V Collection	Film Studies ; Humanities	560253122	2010-235311
Journal of the University Film Producers Association	21558159		1949-03-01	1	1	1967-01-01	19	2	http://www.jstor.org/journal/junivfilmproas		junivfilmproas	P4Y	fulltext		University of Illinois Press	serial						junivfilmasso		P	1949-03-01 - 1967-01-01	Film & Performing Arts Discipline Package ; University of Illinois Press Package ; Arts & Sciences V Collection	Film Studies ; Humanities	654474645	2010-235310
The Journal of the Walters Art Gallery	00837156		1938-01-01	1		1999-01-01	57		http://www.jstor.org/journal/jwaltartgallery		jwaltartgallery	P6Y	fulltext		Walters Art Museum	serial						jwaltartmuseum		P	1938-01-01 - 1999-01-01	Arts & Sciences V Collection	Art & Art History ; Arts	60620736	2009-235259
The Journal of the Walters Art Museum	19460988		2000-01-01	58		2010-01-01	68/69		http://www.jstor.org/journal/jwaltartmuseum		jwaltartmuseum	P6Y	fulltext		Walters Art Museum	serial							jwaltartgallery	P	2000-01-01 - 2010-01-01	Arts & Sciences V Collection	Art & Art History ; Arts	244293425	2009-235258
Journal of the Warburg and Courtauld Institutes	00754390		1939-10-01	3	1/2	2012-01-01	75		http://www.jstor.org/journal/jwarbcourinst		jwarbcourinst	P4Y	fulltext		Warburg Institute	serial							jwarbinst	P	1939-10-01 - 2012-01-01	Arts & Sciences III Collection ; For-Profit Academic Arts & Sciences III Collection ; Public Library I Collection ; Corporate & For-Profit Access Initiative Collection	Art & Art History ; Arts ; History ; History ; Humanities ; Philosophy	53398409	2004-235609
